"행정구역별","연령별","항목","단위","1998 년","1999 년","2000 년","2001 년","2002 년","2003 년","2004 년","2005 년","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년",
"경상북도","98세","전체","","-","-","-","-","-","-","-","-","-","-","116","150","226","221","246","235","266","285","293","314","363","421","457","513","346","436",
"경상북도","98세","여자","","-","-","-","-","-","-","-","-","-","-","103","125","192","190","202","191","225","231","245","253","308","354","377","434","281","381",
"경상북도","98세","남자","","-","-","-","-","-","-","-","-","-","-","13","25","34","31","44","44","41","54","48","61","55","67","80","79","65","55",
"경상북도","99세","전체","","-","-","-","-","-","-","-","-","-","-","72","83","142","170","169","181","184","215","222","217","235","258","319","315","327","251",
"경상북도","99세","여자","","-","-","-","-","-","-","-","-","-","-","62","72","114","144","147","147","148","177","179","183","190","221","267","263","276","207",
"경상북도","99세","남자","","-","-","-","-","-","-","-","-","-","-","10","11","28","26","22","34","36","38","43","34","45","37","52","52","51","44",
"경상북도","100세 이상","전체","","-","-","-","-","-","-","-","-","-","-","169","174","469","518","579","628","692","734","811","813","858","927","993","553","527","565",
"경상북도","100세 이상","여자","","-","-","-","-","-","-","-","-","-","-","145","151","370","405","462","513","557","586","640","632","677","730","781","492","469","511",
"경상북도","100세 이상","남자","","-","-","-","-","-","-","-","-","-","-","24","23","99","113","117","115","135","148","171","181","181","197","212","61","58","54",
"경상남도","계","전체","","3069755","3080229","3094413","3106502","3124418","3139017","3143814","3160431","3172857","3196953","3225255","3250176","3290536","3308765","3319314","3333820","3350257","3364702","3373871","3380404","3373988","3362553","3340216","3314183","3280493","3251158",
"경상남도","계","여자","","1533727","1538120","1545693","1551327","1560050","1566297","1567457","1574531","1580247","1590970","1603128","1614476","1634494","1644010","1648769","1655228","1663143","1669721","1674652","1678991","1676576","1670521","1658793","1645845","1628818","1614171",
"경상남도","계","남자","","1536028","1542109","1548720","1555175","1564368","1572720","1576357","1585900","1592610","1605983","1622127","1635700","1656042","1664755","1670545","1678592","1687114","1694981","1699219","1701413","1697412","1692032","1681423","1668338","1651675","1636987",
"경상남도","0세","전체","","40183","38781","39733","34816","30864","30455","29556","27220","28249","32063","30503","29482","31105","31469","32098","28797","29023","28811","26483","23286","20815","18856","16327","15087","13704","12805",
"경상남도","0세","여자","","18909","18370","18715","16463","14540","14256","13899","12980","13554","15526","14749","14228","14982","15259","15505","13922","13989","14044","12884","11255","10187","9263","7928","7299","6815","6206",
"경상남도","0세","남자","","21274","20411","21018","18353","16324","16199","15657","14240","14695","16537","15754","15254","16123","16210","16593","14875","15034","14767","13599","12031","10628","9593","8399","7788","6889","6599",
"경상남도","1세","전체","","44618","42476","41054","41922","37216","32706","32216","31247","28651","29889","33935","32206","30850","32506","32779","33468","30119","30291","30104","27766","24267","21689","19365","16812","15534","14184",
"경상남도","1세","여자","","21143","19937","19458","19706","17624","15388","15176","14685","13686","14349","16460","15599","14878","15642","15871","16202","14587","14637","14673","13554","11729","10574","9506","8126","7495","7029",
"경상남도","1세","남자","","23475","22539","21596","22216","19592","17318","17040","16562","14965","15540","17475","16607","15972","16864","16908","17266","15532","15654","15431","14212","12538","11115","9859","8686","8039","7155",
"경상남도","2세","전체","","46362","44791","42756","41423","42698","37790","32940","32536","31481","29084","30188","34367","32359","30953","32608","32974","33765","30444","30549","30553","27864","24394","21667","19376","16885","15477",
"경상남도","2세","여자","","21397","21223","20090","19628","20096","17907","15500","15363","14834","13942","14475","16664","15685","14926","15690","16020","16354","14725","14770","14847","13593","11789","10561","9503","8185","7455",
"경상남도","2세","남자","","24965","23568","22666","21795","22602","19883","17440","17173","16647","15142","15713","17703","16674","16027","16918","16954","17411","15719","15779","15706","14271","12605","11106","9873","8700","8022",
"경상남도","3세","전체","","47440","46514","44896","42886","41941","43098","37953","33177","32665","31682","29332","30357","34385","32376","30901","32759","33226","33893","30486","30861","30626","27970","24279","21601","19332","16889",
"경상남도","3세","여자","","21737","21475","21283","20212","19898","20302","18009","15654","15415","14934","14078","14551","16680","15685","14891","15789","16162","16429","14783","14939","14921","13643","11711","10507","9492","8154",
"경상남도","3세","남자","","25703","25039","23613","22674","22043","22796","19944","17523","17250","16748","15254","15806","17705","16691","16010","16970","17064","17464","15703","15922","15705","14327","12568","11094","9840","8735",
"경상남도","4세","전체","","47670","47430","46629","45077","43358","42689","43247","38160","33241","32833","31785","29429","30475","34363","32335","30917","32908","33329","33965","30692","30865","30643","27882","24228","21504","19275",
"경상남도","4세","여자","","21760","21696","21587","21406","20420","20288","20402","18103","15700","15471","14947","14135","14609","16672","15677","14864","15828","16226","16481","14943","14928","14954","13586","11668","10421","9435",
"경상남도","4세","남자","","25910","25734","25042","23671","22938","22401","22845","20057","17541","17362","16838","15294","15866","17691","16658","16053","17080","17103","17484","15749","15937","15689","14296","12560","11083","9840",
"경상남도","5세","전체","","47825","47685","47550","46809","45516","43763","42477","43413","38142","33417","32978","31886","29466","30387","34295","32421","30988","32962","33278","34149","30661","30796","30544","27823","24076","21374",
"경상남도","5세","여자","","21893","21790","21781","21690","21652","20675","20210","20525","18082","15787","15491","14955","14111","14578","16646","15737","14912","15846","16231","16548","14919","14880","14878","13522","11586","10354",
"경상남도","5세","남자","","25932","25895","25769","25119","23864","23088","22267","22888","20060","17630","17487","16931","15355","15809","17649","16684","16076","17116","17047","17601","15742","15916","15666","14301","12490","11020",
"경상남도","6세","전체","","48318","47805","47734","47567","47096","45722","43865","42620","43352","38208","33451","33080","31936","29334","30283","34245","32535","30967","32945","33398","34112","30570","30731","30492","27690","23952",
"경상남도","6세","여자","","22279","21922","21873","21824","21832","21779","20711","20289","20453","18138","15772","15559","15038","13993","14569","16626","15825","14895","15835","16283","16508","14860","14841","14886","13455","11530",
"경상남도","6세","남자","","26039","25883","25861","25743","25264","23943","23154","22331","22899","20070","17679","17521","16898","15341","15714","17619","16710","16072","17110","17115","17604","15710","15890","15606","14235","12422",
"경상남도","7세","전체","","47247","48296","47867","47739","47798","47331","45778","43996","42679","43531","38349","33513","33118","31960","29291","30327","34267","32567","30937","33028","33409","34144","30531","30703","30318","27506",
"경상남도","7세","여자","","21874","22244","21894","21905","21910","21943","21783","20802","20302","20495","18166","15834","15579","15051","14002","14591","16638","15832","14898","15877","16292","16530","14839","14802","14795","13352",
"경상남도","7세","남자","","25373","26052","25973","25834","25888","25388","23995","23194","22377","23036","20183","17679","17539","16909","15289","15736","17629","16735","16039","17151","17117","17614","15692","15901","15523","14154",
"경상남도","8세","전체","","42810","47170","48118","47841","47902","47905","47228","45893","43887","42771","43545","38355","33536","33010","31895","29300","30348","34267","32530","31045","33015","33438","34073","30492","30542","30150",
"경상남도","8세","여자","","19443","21868","22173","21903","21998","21994","21862","21797","20788","20366","20483","18179","15865","15530","15017","14012","14582","16612","15776","14967","15860","16283","16500","14842","14716","14707",
"경상남도","8세","남자","","23367","25302","25945","25938","25904","25911","25366","24096","23099","22405","23062","20176","17671","17480","16878","15288","15766","17655","16754","16078","17155","17155","17573","15650","15826","15443",
"경상남도","9세","전체","","42328","42553","46938","47983","47982","47867","47843","47353","45865","43970","42787","43459","38283","33494","32904","31857","29283","30336","34199","32637","31008","33000","33367","34055","30357","30387",
"경상남도","9세","여자","","19834","19335","21834","22122","21949","21936","21976","21923","21799","20827","20364","20438","18138","15845","15483","15031","14044","14562","16573","15831","14970","15860","16277","16521","14781","14651",
